price_ratio,above_ceiling,below_ceiling,normalized_price,known_item,qty_flag,price_bucket,round_flag,label
0.9247240713084175,0.0,0.07527592869158256,0.002352498037408614,1.0,0.05,0.0,0.0,0
0.8100608739196983,0.0,0.18993912608030172,0.0020607948632517126,1.0,0.2,0.0,0.0,0
1.059195090518222,0.05919509051822192,0.0,0.002694592310278357,1.0,0.15,0.0,0.0,0
4.674996517121547,3.674996517121547,0.0,0.011893191139557216,1.0,0.35,1.0,0.0,1
2.3485016730091965,1.3485016730091968,0.0,0.005974588256135396,1.0,0.4,1.0,0.0,1
0.9002251666834131,0.0,0.0997748333165869,0.0003717929938402496,1.0,0.2,0.0,0.0,0
1.1248435466776274,0.12484354667762751,0.0,0.00046456038477786017,1.0,0.1,0.0,0.0,0
0.7338469474162601,0.0,0.2661530525837399,0.0003030787892829154,1.0,0.2,0.0,0.0,0
6.99465584480253,5.99465584480253,0.0,0.0028887928639034447,1.0,0.3,0.0,0.0,1
2.004672595046086,1.0046725950460862,0.0,0.0008279297817540335,1.0,0.25,0.0,0.0,1
1.3322791708697037,0.33227917086970377,0.0,0.0005502312975691877,1.0,0.1,0.0,0.0,0
1.2630384588750174,0.26303845887501737,0.0,0.0005216348835153822,1.0,0.2,0.0,0.0,0
0.8884078738081661,0.0,0.11159212619183394,0.0003669124518827726,1.0,0.15,0.0,0.0,0
7.058000792551618,6.058000792551618,0.0,0.002914954327323818,1.0,0.15,0.0,0.0,1
5.3450672665083045,4.3450672665083045,0.0,0.00220751278106793,1.0,0.2,0.0,0.0,1
1.0554487413172255,0.05544874131722558,0.0,3.799615468742012e-05,1.0,0.15,0.0,0.0,0
1.2159642440417924,0.21596424404179232,0.0,4.377471278550452e-05,1.0,0.15,0.0,0.0,0
0.8023144742123749,0.0,0.19768552578762508,2.8883321071645495e-05,1.0,0.15,0.0,0.0,0
2.079589766959199,1.0795897669591992,0.0,7.486523161053116e-05,1.0,0.45,0.0,0.0,1
7.793792198447356,6.793792198447356,0.0,0.0002805765191441048,1.0,0.1,0.0,0.0,1
1.8624998030478994,0.8624998030478994,0.0,6.704999290972437e-05,1.0,0.1,0.0,0.0,0
1.5172065368076606,0.5172065368076607,0.0,5.4619435325075785e-05,1.0,0.2,0.0,0.0,0
1.689230559231214,0.6892305592312141,0.0,6.0812300132323704e-05,1.0,0.2,0.0,0.0,0
5.464458818137346,4.464458818137347,0.0,0.00019672051745294445,1.0,0.4,0.0,0.0,1
4.412662253382621,3.4126622533826207,0.0,0.00015885584112177435,1.0,0.05,0.0,0.0,1
1.6155062013689083,0.6155062013689082,0.0,5.8158223249280696e-05,1.0,0.2,0.0,0.0,0
2.1782984872488953,1.178298487248895,0.0,7.841874554096022e-05,1.0,0.1,0.0,0.0,0
1.9116326462237414,0.9116326462237414,0.0,6.881877526405469e-05,1.0,0.1,0.0,0.0,0
10.21171482640435,9.21171482640435,0.0,0.00036762173375055657,1.0,0.1,0.0,0.0,1
12.562616442537077,11.562616442537076,0.0,0.0004522541919313348,1.0,0.1,0.0,0.0,1
0.5726661976451097,0.0,0.42733380235489027,2.061598311522395e-05,1.0,0.2,0.0,0.0,0
0.6470077700085092,0.0,0.3529922299914909,2.329227972030633e-05,1.0,0.2,0.0,0.0,0
0.5475093930065841,0.0,0.45249060699341587,1.9710338148237028e-05,1.0,0.1,0.0,0.0,0
1.9408260510924211,0.9408260510924212,0.0,6.986973783932716e-05,1.0,0.45,0.0,0.0,1
4.746519644836503,3.746519644836503,0.0,0.0001708747072141141,1.0,0.25,0.0,0.0,1
0.544370384724652,0.0,0.45562961527534795,1.9597333850087473e-05,1.0,0.1,0.0,0.0,0
0.5972255796695113,0.0,0.40277442033048877,2.1500120868102403e-05,1.0,0.2,0.0,0.0,0
0.5331969976760896,0.0,0.4668030023239104,1.9195091916339223e-05,1.0,0.2,0.0,0.0,0
3.291286533570063,2.291286533570063,0.0,0.00011848631520852226,1.0,0.45,0.0,0.0,1
2.203623936630955,1.203623936630955,0.0,7.933046171871437e-05,1.0,0.05,0.0,0.0,1
